area_type,location,size,total_sqft,bath,balcony,price
1,Jalahalli East,2.0,1010.0,2.0,1.0,52.0
1,Electronic City,1.0,630.0,1.0,1.0,46.0
1,Kaval Byrasandra,2.0,1025.0,2.0,1.0,60.0
1,Hennur Road,2.0,1195.0,2.0,2.0,59.0
1,Whitefield,2.0,1012.0,2.0,1.0,58.0
1,Hegde Nagar,3.0,1884.0,4.0,2.0,118.0
1,Sarjapura - Attibele Road,2.0,1090.0,2.0,1.0,37.0
1,Harlur,3.0,1710.0,3.0,3.0,85.0
1,Uttarahalli,3.0,1500.0,3.0,1.0,68.0
1,Kodichikkanahalli,3.0,1310.0,2.0,2.0,53.0
1,Dommasandra,2.0,674.0,1.0,1.0,19.9
2,Hoodi,3.0,1350.0,3.0,2.0,70.0
2,Hennur Gardens,3.0,1464.0,2.0,2.0,115.0
2,Marsur,3.0,715.0,2.0,1.0,29.0
2,Electronic City,3.0,1400.0,2.0,1.0,40.45
1,Electronic City Phase II,3.0,1625.0,2.0,2.0,48.75
2,Electronic City,2.0,1065.0,2.0,1.0,30.76
4,Kumaraswami Layout,6.0,510.0,4.0,1.0,70.0
1,HMT Layout,3.0,1385.0,3.0,3.0,90.0
1,CV Raman Nagar,2.0,1040.0,2.0,1.0,50.0
1,Haralur Road,3.0,1817.0,3.0,2.0,110.0
1,Volagerekallahalli,2.0,1205.0,2.0,1.0,47.0
1,Volagerekallahalli,2.0,1070.0,2.0,2.0,33.43
1,Kodathi,2.0,1070.0,2.0,1.0,52.0
1,Amruthahalli,2.0,1340.0,2.0,1.0,75.0
1,Kalena Agrahara,2.0,980.0,2.0,2.0,35.0
2,8th Phase JP Nagar,2.0,1006.0,2.0,0.0,44.0
1,Thanisandra,2.0,1098.0,2.0,1.0,71.0
2,Mico Layout,2.0,1200.0,2.0,1.0,53.5
1,Sarjapur  Road,2.0,1019.0,2.0,1.0,62.0
1,Whitefield,2.0,1150.0,2.0,2.0,40.21
4,Anekal,3.0,1734.0,3.0,1.0,120.0
1,Yeshwanthpur Industrial Suburb,2.0,1415.0,2.0,2.0,120.0
2,"Electronic city Phase 1, ",3.0,1750.0,3.0,2.0,58.0
1,Raja Rajeshwari Nagara,3.0,1537.0,3.0,2.0,81.0
2,Chennappa Layout,2.0,1050.0,2.0,2.0,45.0
1,Kanakpura Road,3.0,1452.0,3.0,3.0,55.6
1,Domlur,2.0,1246.0,2.0,1.0,95.0
2,Yelahanka,3.0,1890.0,4.0,2.0,85.0
1,Electronic City Phase II,2.0,972.0,2.0,1.0,40.0
4,Brookefield,4.0,1500.0,5.0,3.0,160.0
1,Electronic City,1.0,630.0,1.0,1.0,33.7
4,Kothanur,8.0,1050.0,5.0,0.0,80.0
2,Shingapura,3.0,1255.0,2.0,1.0,60.0
4,Ramamurthy Nagar,4.0,1900.0,4.0,2.0,185.0
4,Doddaballapur,3.0,2440.0,3.0,1.0,142.0
1,Kanakpura Road,3.0,1938.0,3.0,3.0,92.69
1,Bannerghatta Road,3.0,1711.0,3.0,2.0,125.0
1,CV Raman Nagar,2.0,1392.0,2.0,1.0,95.0
1,Haralur Road,2.0,1225.0,2.0,1.0,77.0
1,Green Glen Layout,3.0,1750.0,3.0,2.0,120.0
1,Subramanyapura,3.0,1260.0,2.0,1.0,80.0
1,Sarjapur  Road,1.0,691.0,1.0,1.0,31.1
1,Haralur Road,2.0,1285.0,2.0,1.0,78.0
2,Hebbal,3.0,1590.0,3.0,2.0,96.0
1,9th Phase JP Nagar,3.0,1571.0,3.0,2.0,65.0
1,Garudachar Palya,2.0,1060.0,2.0,1.0,48.66
4,Govindapura,4.0,702.0,4.0,0.0,65.0
4,Lal Bahadur Shastri Nagar,3.0,2400.0,2.0,2.0,185.0
1,Bannerghatta Road,3.0,1520.0,2.0,3.0,81.0
1,Gollahalli,2.0,1170.0,2.0,1.0,45.51
1,OMBR Layout,3.0,1580.0,3.0,2.0,75.0
1,Ardendale,3.0,1778.0,3.0,2.0,89.0
1,Raja Rajeshwari Nagar,2.0,1303.0,2.0,2.0,55.78
2,Kodichikkanahalli,2.0,1680.0,2.0,3.0,59.0
1,Yelahanka,3.0,1835.0,3.0,1.0,108.0
4,Banjara Layout,3.0,610.0,3.0,1.0,60.0
2,Nagawara Junction,2.0,1080.0,2.0,2.0,38.0
2,Electronic City,2.0,1025.0,2.0,1.0,29.61
1,Haralur Road,2.0,1225.0,2.0,1.0,67.48
1,Balagere,1.0,656.0,1.0,1.0,34.77
1,Sarjapur  Road,2.0,994.0,2.0,2.0,45.0
1,Thirupalya,2.0,1025.0,2.0,1.0,65.0
2,Marathahalli,2.0,1156.0,2.0,2.0,52.0
1,JP Nagar,2.0,1250.0,2.0,2.0,60.0
1,Hegde Nagar,3.0,1930.0,4.0,2.0,122.0
2,New Thippasandra,2.0,1020.0,2.0,1.0,70.0
2,Kumaraswami Layout,3.0,1310.0,2.0,1.0,70.0
1,Jalahalli,1.0,612.0,1.0,0.0,27.565
2,Kanakpura Road,2.0,1322.0,2.0,3.0,70.0
1,Kothanur,2.0,1160.0,2.0,2.0,57.0
1,5th Block Hbr Layout,2.0,1100.0,2.0,2.0,48.0
2,Lakshminarayana Pura,3.0,1720.0,3.0,3.0,150.0
1,Chikkalasandra,2.0,1090.0,2.0,1.0,47.42
1,KR Puram,2.0,2000.0,2.0,0.0,75.0
1,Venugopal Reddy Layout,2.0,1155.0,2.0,2.0,69.0
2,Sarjapur  Road,4.0,3913.0,5.0,0.0,176.0
1,JP Nagar,2.0,1125.0,2.0,2.0,39.98
2,Yelahanka,3.0,1847.0,3.0,3.0,92.0
1,7th Phase JP Nagar,3.0,1515.0,2.0,1.0,76.0
4,Yelahanka,5.0,2500.0,3.0,1.0,120.0
2,Sarjapur  Road,2.0,1130.0,2.0,2.0,55.0
1,Bellandur,2.0,1049.0,2.0,1.0,51.0
1,Amruthahalli,3.0,2650.0,4.0,0.0,175.0
1,Varthur Road,2.0,850.0,2.0,1.0,25.4
1,Jakkur,2.0,1282.0,2.0,1.0,72.0
1,Kalena Agrahara,2.0,800.0,2.0,1.0,40.0
1,Magadi Road,3.0,1318.0,2.0,1.0,68.0
1,Kanakpura Road,2.0,1698.0,2.0,1.0,105.0
1,Jayanagar,3.0,2030.0,2.0,1.0,182.0
1,Kammasandra,3.0,1276.0,2.0,1.0,31.9
1,Shikaripalya,3.0,1555.0,2.0,1.0,67.0
1,Sarjapur  Road,3.0,1881.0,3.0,2.0,145.0
1,Yelahanka,3.0,1890.0,3.0,2.0,109.0
1,Old Madras Road,2.0,935.0,2.0,1.0,32.0
1,Cox Town,2.0,1000.0,2.0,3.0,58.0
1,Singasandra,3.0,1510.0,3.0,2.0,75.0
2,Uttarahalli,2.0,1120.0,2.0,1.0,50.0
1,Ananth Nagar,2.0,930.0,2.0,1.0,25.99
1,Talaghattapura,2.0,1175.0,2.0,2.0,62.0
2,Bellandur,3.0,1350.0,2.0,1.0,63.0
1,Attibele,2.0,996.0,2.0,1.0,24.9
1,Anjanapura,2.0,1076.0,2.0,1.0,30.13
1,Off Bannergatta road,4.0,2180.0,4.0,3.0,115.0
1,Kasavanhalli,3.0,1715.0,3.0,3.0,112.0
1,Hebbal,2.0,1072.0,2.0,2.0,45.0
1,Panathur,2.0,1230.0,2.0,1.0,80.0
1,Murugeshpalya,3.0,1600.0,2.0,1.0,65.0
1,Thanisandra,3.0,1411.0,3.0,1.0,93.25
2,Rayasandra,5.0,3600.0,5.0,3.0,145.0
1,Jalahalli,3.0,2404.0,3.0,2.0,138.0
2,Doddathoguru,3.0,1208.0,3.0,1.0,45.0
1,Haralur Road,2.0,1225.0,2.0,1.0,69.84
1,Hebbal,2.0,1162.0,2.0,1.0,69.0
1,Thanisandra,3.0,1262.0,2.0,1.0,65.0
1,Konanakunte Cross,2.0,1050.0,2.0,2.0,35.0
4,Channasandra,3.0,1500.0,3.0,1.0,61.95
1,Vaderahalli,3.0,1610.0,3.0,3.0,85.0
1,Whitefield,2.0,1340.0,2.0,2.0,41.0
1,Sarjapur  Road,3.0,2275.0,4.0,2.0,182.0
2,Manorayana Palya,2.0,1500.0,2.0,0.0,145.0
4,Hiremath Layout,4.0,3150.0,3.0,1.0,135.0
1,Hosa Road,2.0,1170.0,2.0,2.0,65.0
1,Sarjapur  Road,2.0,980.0,2.0,1.0,25.0
2,Channasandra,3.0,1800.0,3.0,2.0,60.0
1,Banashankari Stage VI,3.0,1423.0,2.0,1.0,71.73
1,Kaggadasapura,2.0,1106.0,2.0,3.0,40.0
2,Kereguddadahalli,2.0,1105.0,2.0,2.0,27.6
1,Tirumanahalli,2.0,1255.0,2.0,1.0,56.7
1,Babusapalaya,2.0,1061.0,2.0,1.0,38.95
4,Hoskote near,2.0,600.0,2.0,2.0,29.5
1,Electronic City Phase II,3.0,1400.0,2.0,2.0,40.45
1,Domlur,3.0,2100.0,3.0,2.0,145.0
1,Electronic City,2.0,660.0,1.0,1.0,16.5
2,Kengeri,2.0,633.0,1.0,1.0,18.0
1,Indira Nagar,2.0,1260.0,2.0,3.0,120.0
1,ITPL,2.0,907.0,2.0,0.0,55.43
1,Hennur Road,3.0,2047.0,3.0,2.0,67.55
2,"Haralur Road, ",4.0,2597.0,4.0,3.0,189.0
2,Bellandur,2.0,1211.0,2.0,1.0,63.0
1,Hennur Road,3.0,1904.0,3.0,2.0,129.0
1,Balagere,2.0,1205.0,2.0,1.0,73.87
1,Yeshwanthpur,2.0,1164.0,2.0,2.0,64.08
1,Mahaganapathy Nagar,2.0,1410.0,2.0,2.0,73.0
2,Green View Layout,2.0,1150.0,2.0,1.0,42.0
1,Udayapur Village,2.0,1170.0,2.0,2.0,53.11
2,Hennur,2.0,1420.0,2.0,1.0,62.0
1,Panathur,2.0,1125.0,2.0,2.0,45.0
2,NRI Layout,3.0,1789.0,3.0,3.0,75.0
1,Hulimavu,2.0,1021.0,2.0,1.0,76.0
1,Ananth Nagar,2.0,1074.0,2.0,2.0,26.85
1,Kalena Agrahara,2.0,1222.0,2.0,3.0,48.0
1,Hennur Road,3.0,1981.0,3.0,1.0,134.0
2,Yelachenahalli,2.0,1103.0,2.0,2.0,55.0
1,Adugodi,2.0,1201.0,2.0,1.0,65.0
1,Sarjapur  Road,2.0,970.0,2.0,1.0,36.0
1,Sarjapur,2.0,920.0,2.0,2.0,33.0
1,Yeshwanthpur,3.0,1520.0,3.0,3.0,85.0
4,Chikkathoguru,3.0,675.0,3.0,2.0,75.0
1,Sonnenahalli,3.0,1268.0,2.0,1.0,75.0
1,Thippasandra,1.0,660.0,1.0,0.0,30.0
1,Harlur,3.0,1755.0,3.0,2.0,115.0
1,Hoskote,2.0,945.0,2.0,1.0,35.0
3,8th Phase JP Nagar,1.0,500.0,1.0,1.0,33.0
1,Harlur,4.0,2820.0,4.0,0.0,153.5
2,Bommenahalli,4.0,1632.0,3.0,0.0,140.0
1,Rachenahalli,2.0,1167.0,2.0,2.0,37.5
1,Domlur,2.0,1276.0,2.0,2.0,80.0
2,Thanisandra,2.0,1234.0,2.0,2.0,51.0
1,Lakshminarayana Pura,2.0,1180.0,2.0,1.0,75.0
1,ISRO Layout,3.0,1370.0,2.0,2.0,87.0
2,Electronic City,3.0,1400.0,3.0,1.0,90.0
4,Whitefield,5.0,1500.0,6.0,3.0,155.0
4,Bagalakunte,2.0,1050.0,2.0,0.0,40.0
1,Ramagondanahalli,2.0,1251.0,2.0,1.0,46.0
1,Sarjapur  Road,2.0,1346.0,2.0,1.0,67.38
2,Electronic City Phase II,2.0,1090.0,2.0,1.0,31.48
1,Kanakapura,3.0,1290.0,2.0,3.0,51.1
1,Garudachar Palya,2.0,1150.0,2.0,2.0,52.0
4,2 Bedroom Furnished Farm House in Kolar Road,2.0,54450.0,2.0,2.0,200.0
1,Rajapura,2.0,934.0,2.0,2.0,40.0
2,Austin Town,2.0,950.0,2.0,0.0,65.0
2,Bommasandra Industrial Area,3.0,1491.0,3.0,3.0,40.5
1,Ramamurthy Nagar,2.0,1050.0,2.0,1.0,51.66
1,Hoodi,3.0,1660.0,3.0,2.0,131.0
1,Nagavarapalya,2.0,1134.0,2.0,2.0,55.0
2,Hebbal,2.0,1100.0,2.0,1.0,60.0
4,kg halli jalhalli west,3.0,980.0,3.0,1.0,80.0
1,Vasatha Vallbha Nagar,2.0,1080.0,2.0,1.0,37.8
1,CV Raman Nagar,1.0,705.0,2.0,1.0,50.0
1,BAGUR ROAD,3.0,1200.0,2.0,2.0,35.0
1,Anandapura,2.0,1200.0,2.0,1.0,50.0
1,Talaghattapura,3.0,1804.0,3.0,2.0,127.0
2,Sidedahalli,2.0,750.0,2.0,0.0,20.0
1,Shanti Nagar,2.0,420.0,1.0,1.0,25.0
1,Battarahalli,2.0,1090.0,2.0,2.0,38.37
2,Electronic City,3.0,1287.0,3.0,1.0,55.0
1,Thigalarapalya,3.0,2215.0,4.0,2.0,157.0
2,Sarjapur  Road,2.0,1045.0,2.0,2.0,42.15
1,Hormavu,2.0,1263.0,2.0,1.0,47.36
1,Whitefield,3.0,1431.0,3.0,2.0,85.0
1,Dommasandra,2.0,999.0,2.0,2.0,32.9
1,Lavakusha Nagar,3.0,1535.0,3.0,1.0,72.0
1,Marathahalli,4.0,2524.0,5.0,2.0,180.0
4,1st Block HRBR Layout,3.0,600.0,3.0,2.0,125.0
1,7th Phase JP Nagar,3.0,2095.0,3.0,2.0,150.0
1,Yelahanka New Town,1.0,284.0,1.0,1.0,8.0
1,Nallurhalli,2.0,1265.0,2.0,2.0,68.0
1,Kudlu Gate,2.0,1215.0,2.0,1.0,44.96
4,Yelahanka New Town,2.0,2200.0,2.0,0.0,180.0
2,Electronics City Phase 1,2.0,1028.0,2.0,1.0,51.0
1,Munnekollal,3.0,1800.0,3.0,3.0,65.0
1,1st Phase JP Nagar,3.0,2077.0,3.0,3.0,175.0
4,Sarjapur  Road,4.0,2880.0,3.0,2.0,211.0
2,Balepet,6.0,499.0,5.0,0.0,89.0
1,Dasanapura,2.0,708.0,2.0,1.0,31.15
1,Basavangudi,2.0,1200.0,2.0,3.0,120.0
2,Hosakerehalli,2.0,925.0,2.0,1.0,46.25
2,Bannerghatta Road,3.0,2826.0,3.0,1.0,148.0
3,Kanakpura Road,1.0,458.0,1.0,0.0,33.66
2,Annasandrapalya,4.0,3500.0,4.0,0.0,150.0
4,9th Block Jayanagar,4.0,1000.0,5.0,2.0,200.0
2,Amruthahalli,3.0,1450.0,2.0,1.0,90.0
1,Kasavanhalli,2.0,1100.0,2.0,1.0,65.0
1,Kadubeesanahalli,2.0,1185.0,2.0,3.0,55.0
2,9th Phase JP Nagar,4.0,1900.0,4.0,2.0,80.0
4,TC Palaya,2.0,1200.0,2.0,1.0,70.0
1,Shettigere,1.0,660.0,1.0,1.0,35.0
1,Ambedkar Nagar,3.0,1920.0,4.0,2.0,121.0
4,Jalahalli,2.0,1200.0,2.0,0.0,130.0
1,Bhoganhalli,2.0,1205.0,2.0,1.0,68.32
1,Haralur Road,2.0,1200.0,2.0,2.0,46.0
1,Akshaya Nagar,3.0,1421.0,2.0,2.0,73.0
1,6th Phase JP Nagar,3.0,1250.0,3.0,3.0,48.9
1,Whitefield,1.0,524.0,1.0,1.0,29.0
1,Rachenahalli,2.0,985.0,2.0,1.0,50.17
2,Whitefield,4.0,2830.0,4.0,3.0,161.0
1,Byrasandra,2.0,1140.0,2.0,3.0,60.0
2,5th Block Hbr Layout,5.0,3600.0,5.0,3.0,130.0
1,Raja Rajeshwari Nagar,3.0,1700.0,2.0,2.0,86.0
1,Devanahalli,2.0,1360.0,2.0,0.0,62.425
1,Dasarahalli,2.0,1333.0,2.0,1.0,86.65
1,Electronic City,2.0,1258.0,2.0,1.0,85.5
1,Dodda Nekkundi Extension,3.0,1458.0,2.0,2.0,87.0
2,Electronic City,2.0,1386.0,2.0,1.0,85.0
2,Electronic City Phase II,2.0,1140.0,2.0,1.0,32.92
2, Electronic City,0.5,550.0,1.0,1.0,27.0
1,Lakshminarayana Pura,2.0,1200.0,2.0,3.0,83.0
1,Belathur,2.0,1081.0,2.0,1.0,39.0
1,Whitefield,4.0,2135.0,3.0,2.0,149.0
2,Whitefield,4.0,2500.0,4.0,0.0,100.0
1,Pampa Extension,2.0,1178.0,2.0,1.0,80.0
1, Devarachikkanahalli,2.0,991.0,2.0,2.0,40.0
1,Gottigere,3.0,1493.0,2.0,3.0,90.0
1,Subramanyapura,3.0,2495.0,3.0,3.0,130.0
1,Kammasandra,2.0,1080.0,2.0,1.0,31.99
1,Dasanapura,2.0,814.0,2.0,1.0,53.0
1,Electronic City,2.0,1025.0,2.0,1.0,50.0
1,Whitefield,4.0,3075.0,2.0,3.0,188.0
4,RMC YARD,7.0,1900.0,3.0,0.0,162.0
1,Whitefield,3.0,1760.0,3.0,2.0,160.0
1,Attur Layout,7.0,4000.0,8.0,1.0,150.0
1,Hanumanth Nagar,2.0,1175.0,2.0,2.0,52.86
1,KR Puram,2.0,1100.0,2.0,2.0,45.0
4,Banashankari Stage VI,8.0,1200.0,7.0,1.0,175.0
1,Banashankari,2.0,1450.0,2.0,2.0,50.75
1,6th Phase JP Nagar,3.0,1810.0,3.0,3.0,131.0
1,Gunjur Palya,3.0,1426.0,2.0,3.0,71.0
2,Sector 7 HSR Layout,3.0,2400.0,2.0,3.0,195.0
2,Kalyan nagar,2.0,1100.0,2.0,1.0,70.0
1,Electronic City Phase II,1.0,650.0,1.0,1.0,35.0
1,Kaikondrahalli,2.0,900.0,2.0,1.0,27.0
1,Billekahalli,2.0,1360.0,2.0,3.0,110.0
1,Yeshwanthpur,1.0,674.0,1.0,1.0,36.85
1,Whitefield,3.0,1655.0,3.0,2.0,110.0
4,Cholanayakanahalli,2.0,1300.0,2.0,2.0,95.0
2,"Panathur Road, ",1.0,936.0,1.0,0.0,53.0
1,Kaverappa Layout,2.0,1277.0,2.0,2.0,92.0
1,Gkvk Layout,2.0,1200.0,2.0,1.0,54.0
1,Hormavu,2.0,1015.0,2.0,1.0,39.08
1,Budigere,2.0,1153.0,2.0,2.0,60.0
1,Kengeri,2.0,1035.0,2.0,1.0,51.5
1,Uttarahalli,2.0,1150.0,2.0,1.0,46.0
1,Malleshwaram,2.0,1020.0,2.0,1.0,80.0
1,Old Madras Road,4.0,3715.0,6.0,0.0,212.5
1,8th Phase JP Nagar,2.0,1160.0,2.0,1.0,95.0
2,Brookefield,2.0,1225.0,2.0,2.0,72.0
4,Vivek Nagar,2.0,1600.0,2.0,1.0,160.0
4,Malleshwaram,2.0,600.0,1.0,0.0,90.0
2,Nagappa Reddy Layout,3.0,1350.0,3.0,2.0,60.0
1,Kanakpura Road,3.0,1300.0,3.0,1.0,69.0
1,Channasandra,2.0,830.0,2.0,1.0,36.28
1,Jalahalli,2.0,905.0,2.0,2.0,55.0
1,Vijayanagar,3.0,1375.0,2.0,0.0,75.0
1,Electronic City,2.0,1140.0,2.0,2.0,33.84
1,Hormavu,3.0,1550.0,2.0,2.0,60.0
1,Kannamangala,2.0,957.0,2.0,1.0,55.0
2,9th Phase JP Nagar,2.0,890.0,2.0,2.0,45.0
4,Bendiganahalli,5.0,2400.0,5.0,1.0,150.0
1,Rachenahalli,2.0,925.0,2.0,1.0,37.0
2,Kammasandra,2.0,1415.0,2.0,2.0,60.0
4,Mylasandra,1.0,500.0,2.0,0.0,80.0
1,Thanisandra,2.0,1225.0,2.0,1.0,37.0
2,Hennur Road,4.0,2000.0,4.0,0.0,90.0
1,Whitefield,1.0,840.0,1.0,1.0,57.0
1,Thanisandra,3.0,1732.0,3.0,1.0,112.0
4,Parappana Agrahara,1.0,1200.0,1.0,0.0,45.0
1,Bhoganhalli,2.0,1260.0,2.0,1.0,69.9
1,Doddanakundi Industrial Area 2,2.0,1092.0,2.0,1.0,49.0
1,Kachanayakanahalli,2.0,827.0,2.0,0.0,34.0
1,Chamrajpet,2.0,650.0,1.0,1.0,40.0
1,Whitefield,3.0,1725.0,3.0,2.0,106.0
2,Jalahalli,2.0,1000.0,2.0,0.0,70.0
4,TC Palaya,1.0,1350.0,1.0,0.0,55.0
1,Bellandur,3.0,1717.0,3.0,2.0,110.0
1,Kanakpura Road,2.0,700.0,2.0,1.0,34.0
1,Shanthi Pura,2.0,800.0,2.0,1.0,32.0
1,Sonnenahalli,3.0,1415.0,2.0,1.0,65.0
1,7th Phase JP Nagar,3.0,1976.0,3.0,1.0,145.0
1,Kambipura,2.0,883.0,2.0,1.0,37.01
1,Yelahanka,1.0,700.0,1.0,1.0,38.0
1,Sarjapur,3.0,1445.0,3.0,1.0,50.0
1,Battarahalli,3.0,2082.0,3.0,2.0,104.0
1,Thanisandra,2.0,933.0,2.0,1.0,66.0
4,NRI Layout,4.0,800.0,5.0,1.0,95.5
2,Electronic City Phase II,2.0,1155.0,2.0,1.0,57.0
1,Bannerghatta,2.0,1200.0,2.0,2.0,73.2
1,Basaveshwara Nagar Yelahanka,2.0,1055.0,2.0,1.0,43.0
1,Rajaji Nagar,3.0,1555.0,3.0,2.0,125.0
1,Bellandur,3.0,1420.0,3.0,2.0,62.0
1,Devanahalli,1.0,658.0,1.0,1.0,26.91
3,Bhoganhalli,2.0,897.0,2.0,1.0,78.74
2,KR Puram,2.0,1035.0,2.0,2.0,40.0
1,Keshava Nagar,3.0,1839.0,3.0,3.0,160.0
2,Yelahanka New Town,1.0,488.0,1.0,1.0,20.0
2,Banashankari Stage II,3.0,1200.0,2.0,1.0,198.0
1,Gunjur Palya,2.0,993.0,2.0,2.0,42.0
1,Hoodi,2.0,1225.0,2.0,1.0,45.0
2,Sompura,2.0,825.0,2.0,1.0,32.0
4,Hosahalli Extension,6.0,1350.0,4.0,1.0,203.0
1,Electronic City Phase II,3.0,1800.0,3.0,3.0,92.0
1,Shankarapuram,2.0,925.0,2.0,1.0,100.0
1,Kanakpura Road,2.0,1167.0,2.0,1.0,63.0
1,Sarjapur,2.0,1150.0,2.0,1.0,41.0
1,Byatarayanapura,1.0,650.0,1.0,1.0,50.0
2,Sarjapur  Road,1.0,675.0,1.0,1.0,27.0
4,Doctor Layout Rayasandra,2.0,2260.0,3.0,1.0,90.0
1,Anwar Layout,1.0,720.0,1.0,0.0,32.39
1,Yelahanka New Town,2.0,1100.0,2.0,1.0,58.0
1,Pillanna Gardens,2.0,550.0,1.0,1.0,20.0
1,Uttarahalli,3.0,1330.0,2.0,1.0,58.0
1,Ulsoor,3.0,1685.0,4.0,2.0,185.0
1,Ullal Uppanagar,6.0,2400.0,5.0,2.0,75.0
1,Banashankari,3.0,1770.0,3.0,3.0,108.0
1,Prithvi Layout,3.0,2100.0,3.0,3.0,125.0
1,Pai Layout,2.0,1000.0,2.0,3.0,42.0
4,Banashankari Stage VI,4.0,600.0,5.0,1.0,105.0
1,Kanakpura Road,3.0,1420.0,2.0,1.0,65.0
2,Horamavu Agara,2.0,750.0,2.0,1.0,37.49
1,Bannerghatta,2.0,1070.0,2.0,1.0,87.0
1,Kannamangala,3.0,1536.0,3.0,1.0,107.0
2,Koramangala,3.0,1710.0,3.0,2.0,210.0
3,JP Nagar,3.0,2400.0,3.0,3.0,196.0
1,Electronic City,2.0,1342.0,2.0,1.0,72.0
1,Chandra Layout,3.0,1600.0,3.0,2.0,130.0
1,Kanakapura,1.0,938.0,1.0,1.0,50.0
1,Budigere,3.0,1820.0,3.0,2.0,99.0
1,Bhoganhalli,4.0,2439.0,4.0,3.0,170.0
1,Kanakpura Road,3.0,1665.0,3.0,2.0,78.0
1,Basavangudi,3.0,1850.0,3.0,2.0,150.0
2,Bommanahalli,2.0,1091.0,2.0,1.0,40.0
2,Brookefield,4.0,3675.0,4.0,3.0,176.0
1,JP Nagar,2.0,1060.0,2.0,2.0,33.95
2,Whitefield,2.0,1059.0,2.0,1.0,57.0
1,Hebbal,2.0,1299.0,2.0,1.0,97.0
1,Yelahanka,3.0,1491.0,3.0,2.0,85.0
2,Basaveshwara Nagar,2.0,1200.0,2.0,2.0,85.0
2,Yelahanka,4.0,2088.0,5.0,0.0,110.0
1,Hulimavu,1.0,581.0,1.0,1.0,29.0
1, Devarabeesana Halli,2.0,1296.0,2.0,2.0,70.0
1,Doctors Layout,2.0,1125.0,2.0,1.0,55.0
2,Electronic City,3.0,1275.0,3.0,1.0,70.0
1,Kothanur,2.0,1095.0,2.0,2.0,55.0
1,Old Madras Road,2.0,1330.0,2.0,2.0,74.0
1,Marathahalli,2.0,1135.0,2.0,2.0,60.0
1,Whitefield,1.0,516.0,1.0,1.0,39.0
1,Doddanakundi Industrial Area 2,2.0,1194.0,2.0,1.0,51.0
1,Electronic City,2.0,770.0,1.0,1.0,38.0
1,Chikkalasandra,3.0,1355.0,3.0,2.0,54.2
2,Abbigere,8.0,3000.0,8.0,0.0,150.0
2,Harlur,4.0,2569.0,4.0,1.0,175.0
1,Bhoganhalli,3.0,1707.0,3.0,2.0,115.0
1,Sultan Palaya,2.0,1070.0,2.0,2.0,49.0
1,Tumkur Road,3.0,1240.0,2.0,1.0,83.0
1,JP Nagar,2.0,1300.0,2.0,1.0,91.65
1,Ambalipura,2.0,1700.0,2.0,2.0,76.0
1,Yeshwanthpur,3.0,1383.0,2.0,2.0,76.18
2,Banashankari Stage I,5.0,3000.0,4.0,3.0,170.0
1,Hulimavu,2.0,935.0,2.0,3.0,45.0
1,Thigalarapalya,3.0,2072.0,4.0,2.0,151.0
1,KR Puram,2.0,1116.0,2.0,1.0,45.0
1,Whitefield,3.0,1639.0,3.0,2.0,107.0
1,Marathahalli,3.0,1839.0,3.0,2.0,130.0
1,Byatarayanapura,2.0,1300.0,2.0,2.0,63.0
1,Horamavu Agara,1.0,625.0,1.0,1.0,27.0
1,Thanisandra,1.0,933.0,1.0,1.0,61.0
1,Hosur Road,3.0,2289.0,3.0,3.0,180.0
2,Ramamurthy Nagar,3.0,2316.0,3.0,0.0,125.0
1,Electronic City,2.0,1005.0,2.0,1.0,39.77
2,Horamavu Agara,2.0,1080.0,2.0,1.0,38.0
4,Munnekollal,7.0,1200.0,5.0,3.0,185.0
1,Vishwapriya Layout,2.0,910.0,2.0,3.0,36.0
4,Hormavu,2.0,1200.0,2.0,0.0,73.0
1,Electronic City,2.0,1110.0,2.0,1.0,39.9
1,Kothanur,2.0,1142.0,2.0,2.0,56.0
4,Hormavu,3.0,1800.0,3.0,1.0,204.0
1,AECS Layout,2.0,1005.0,2.0,1.0,55.0
2,3rd Block Banashankari,3.0,1627.0,3.0,1.0,133.0
1,Kothanur,2.0,1074.0,2.0,2.0,54.0
3,Basavangudi,2.0,1230.0,2.0,0.0,80.0
1,Electronic City,2.0,660.0,1.0,1.0,23.0
2,Coconut Grove Layout,2.0,1007.0,2.0,2.0,48.0
4,2nd Block Hrbr Layout,4.0,1050.0,6.0,1.0,74.0
2,Whitefield,3.0,1820.0,3.0,2.0,113.0
4,Anjappa Layout,2.0,1348.0,2.0,0.0,100.0
1,Kasavanhalli,2.0,1230.0,2.0,2.0,66.25
1,Horamavu Agara,3.0,1176.0,2.0,1.0,37.62
2,Frazer Town,2.0,1200.0,2.0,1.0,78.0
2,"Off Sarjapur Road, ",2.0,1298.0,2.0,1.0,65.0
4,Himagiri Meadows,4.0,1350.0,4.0,0.0,175.0
4,4th Block HBR Layout,5.0,1200.0,5.0,2.0,138.0
1,Kothanur,2.0,1285.0,2.0,1.0,60.0
1,Electronic City,3.0,1644.0,3.0,2.0,92.59
1,Kasavanhalli,3.0,1819.0,3.0,1.0,150.0
1,1st Phase JP Nagar,2.0,1205.0,2.0,1.0,85.0
1,Raja Rajeshwari Nagar,2.0,1270.0,2.0,2.0,62.0
1,9th Phase JP Nagar,3.0,1240.0,2.0,2.0,39.89
1,Jigani,3.0,1221.0,3.0,3.0,70.0
